price,os,new,model_cpu,core,frequency_ghz,socket,ram_gb,ram_type,ram_ghz,model_gpu,vram_gb,storage_gb,mother_board,power_supply,estimation,link,general_score
7500,unknown,no,intel core i5-4460,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,msi h81-p33,0.0,Хорошая,https://www.avito.ru/moskva/nastolnye_kompyutery/sistemnyy_blok_intel_core_i5-4460_7926663200?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,5.2
34500,unknown,no,intel xeon e5-2689,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,atermiter x79g,0.0,Плохая,https://www.avito.ru/kaluga/nastolnye_kompyutery/igrovoy_pk_rtx_20608_yader16_gb_7486672959?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,4.5
15000,unknown,no,intel xeon e5-2690v4,0.0,0.0,unknown,128.0,unknown,0.0,unknown,0.0,0.0,dell 0hn7xn,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/hp_z4_z6_z8_dell_t5810_t7810_7905605115?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,7.5
40000,unknown,yes,intel atom 230,0.0,0.0,unknown,48.0,unknown,0.0,unknown,0.0,0.0,01hw982,0.0,Плохая,https://www.avito.ru/slavyansk-na-kubani/nastolnye_kompyutery/kompyuter_7846625628?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,6.5
7500,unknown,no,intel core i7-4770,0.0,0.0,unknown,8.0,unknown,0.0,unknown,0.0,0.0,unknown,0.0,Хорошая,https://www.avito.ru/moskva/nastolnye_kompyutery/mini_pk_i7-4770_8gb_ssd_7611131562?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,5.5
44000,unknown,no,amd ryzen 5 3600,0.0,0.0,unknown,16.0,unknown,0.0,gigabyte geforce rtx 2060 super gaming 8gb,0.0,0.0,msi a320m pro-vh,0.0,Плохая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_kompyuter_7903110624?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,11.0
48500,unknown,no,intel core i3-12100f,0.0,0.0,unknown,16.0,unknown,0.0,kfa2 geforce rtx 3060 core (lhr) 12gb,0.0,0.0,msi pro h610m-g ddr4,0.0,Плохая,https://www.avito.ru/nizhniy_novgorod/nastolnye_kompyutery/igrovoy_pk_rtx_3060_12gb_i3-12100f_16gb_7867049819?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,14.0
36990,unknown,no,intel core i5-9400f,0.0,0.0,unknown,16.0,unknown,0.0,asus geforce rtx 2060 turbo 6gb,0.0,0.0,gigabyte h310m s2h 2.0 (rev. 1.0),0.0,Плохая,https://www.avito.ru/balashiha/nastolnye_kompyutery/igrovoy_kompyuter_rtx_2060_i5-9400f_7740407092?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,10.5
28890,unknown,no,intel core i5-10400f,0.0,0.0,unknown,32.0,unknown,0.0,zotac gaming geforce gtx 1660 ti 6gb,0.0,0.0,unknown,0.0,Нормальная,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_pk_s_gtx_1660_ti_na_core_i5_7386796210?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,10.0
16000,unknown,no,amd ryzen 5 1600,0.0,0.0,unknown,16.0,unknown,0.0,palit geforce gtx 1660 dual 6gb,0.0,0.0,asrock b450m-hdv,0.0,Хорошая,https://www.avito.ru/vologda/nastolnye_kompyutery/pk_gtx_1660_palit_16gb_ddr4_ryzen_5_1600_b450_7816930490?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,10.5
65000,unknown,no,amd ryzen 7 5700x,0.0,0.0,unknown,32.0,unknown,0.0,zotac geforce rtx 5060 gaming solo 8gb,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/ekaterinburg/nastolnye_kompyutery/igrovoy_pk_-_ryzen_7_-_rtx_5060_7743717471?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,16.5
66890,unknown,no,intel core i7,0.0,0.0,unknown,32.0,unknown,0.0,zotac gaming geforce rtx 4060 ti 16gb amp,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/rostov-na-donu/nastolnye_kompyutery/igrovoy_pk_s_rtx_4060_ti_na_core_i7_7737388951?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,16.0
28900,unknown,no,intel core i7-6700k,0.0,0.0,unknown,16.0,unknown,0.0,palit geforce gtx 1060 dual 6gb,0.0,0.0,asus b150m pro gaming,0.0,Нормальная,https://www.avito.ru/murom/nastolnye_kompyutery/kompyuter_dlya_igr_i_ucheby_i7-6700k16gbgtx1060_7850455200?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,10.0
81500,unknown,yes,amd ryzen 5 5500,0.0,0.0,unknown,16.0,unknown,0.0,gigabyte geforce rtx 5060 windforce oc 8gb,0.0,0.0,msi a520m-a pro,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_kompyuter_rayzen_5_5500_rtx_5060_7903187111?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,15.5
114999,unknown,yes,amd ryzen 5 7500f,0.0,0.0,unknown,32.0,unknown,0.0,palit geforce rtx 5060 infinity 3 8gb,0.0,0.0,msi pro a620m-b,0.0,Плохая,https://www.avito.ru/sevastopol/nastolnye_kompyutery/igrovoy_kompyuter_ryzen_5_7500f_rtx5060_7685368480?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,17.5
70000,unknown,yes,amd ryzen 5 5500,0.0,0.0,unknown,16.0,unknown,0.0,gigabyte amd radeon rx 7600 gaming oc 8gb,0.0,0.0,gigabyte a520m s2h,0.0,Плохая,https://www.avito.ru/gorlovka/nastolnye_kompyutery/igrovoy_sistemnyy_blok_7612450492?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,14.0
64500,unknown,yes,amd ryzen 7 5700x,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,cbr a520,0.0,Плохая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_pk_ryzen_7_5700xrtx_3080ssd_1tb16gb_7774808301?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,9.5
45000,unknown,no,intel celeron e3400,0.0,0.0,unknown,8.0,unknown,0.0,unknown,0.0,0.0,asus e45m1-m pro,0.0,Плохая,https://www.avito.ru/yaroslavl/nastolnye_kompyutery/pk_7909784700?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,4.5
11000,unknown,no,amd ryzen 5 2400ge,0.0,0.0,unknown,8.0,unknown,0.0,unknown,0.0,0.0,lenovo 5b20h34335,0.0,Нормальная,https://www.avito.ru/moskva/nastolnye_kompyutery/lenovo_thinkcentre_m715q_r5_pro_2400ge8gb256gb_7742556400?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,4.5
76900,unknown,no,amd ryzen 7 7700x,0.0,0.0,unknown,16.0,unknown,0.0,msi geforce rtx 5060 ti gaming trio oc 16gb,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_pk_rtx_5060_ti_16gb_ssd_7800015477?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,15.0
26821,unknown,yes,intel core i5-12400f,0.0,0.0,unknown,32.0,unknown,0.0,palit geforce rtx 4060 dual 8gb,0.0,0.0,asrock h610m-hdv/m.2,0.0,Хорошая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_kompyuter_rtx_3060_rtx_4060_1660_super_7701573974?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,16.0
51900,unknown,yes,amd ryzen 5 5500,0.0,0.0,unknown,16.0,unknown,0.0,nvidia geforce rtx 3060 6gb,0.0,0.0,msi a520m-a pro,0.0,Плохая,https://www.avito.ru/simferopol/nastolnye_kompyutery/igrovoy_pk_rtx_3060ryzen_5_550016gb_ozussd_7823921794?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,13.5
167700,unknown,yes,amd ryzen 5 7500f,0.0,0.0,unknown,32.0,unknown,0.0,asus radeon rx 9070 xt prime edition oc 16gb,0.0,0.0,maxsun terminator b850m wifi,0.0,Плохая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_kompyuter_rx9070xt_7500f_32gb_1tb_7903265046?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,6.7
72890,unknown,no,intel core i7,0.0,0.0,unknown,32.0,unknown,0.0,gigabyte geforce rtx 5060 ti eagle ice oc 16gb,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/sankt-peterburg/nastolnye_kompyutery/igrovoy_pk_s_rtx_5060_ti_na_core_i7_7386535422?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,16.5
72999,unknown,yes,amd ryzen 5 7500f,0.0,0.0,unknown,32.0,unknown,0.0,asus geforce rtx 5060 ti oc 16gb,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_-_rtx_5060_ti_ryzen_5_ssd_4143914659?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,14.5
100000,unknown,yes,amd ryzen 7 7700,0.0,0.0,unknown,32.0,unknown,0.0,msi geforce rtx 5060 gaming oc 8gb,0.0,0.0,msi b650m gaming plus wifi,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_ryzen_7_7700rtx_5060_8_gb_ram_32_gb_7798577163?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,19.5
93400,unknown,yes,intel core i5-14600kf,0.0,0.0,unknown,16.0,unknown,0.0,msi geforce rtx 5070 shadow 3x oc 12gb,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_pk_i5-14600kf_rtx_5070_7759601704?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,14.0
84900,unknown,yes,intel core i5-14400f,0.0,0.0,unknown,16.0,unknown,0.0,gigabyte geforce rtx 5060 windforce max oc 8gb,0.0,0.0,asus prime h610m-k d4 argb,0.0,Плохая,https://www.avito.ru/naberezhnye_chelny/nastolnye_kompyutery/novyy_igrovoy_rtx5060i5-14400f16gb500gb_pk_7800488773?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijtodler0x3m2jwefliddg2ijt9hnlvrd8aaaa,15.0
15000,unknown,no,amd ryzen 5 3600,0.0,0.0,unknown,16.0,unknown,0.0,unknown,0.0,0.0,msi b450-a pro,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/igrovoy_kompyuter_ryzen_5_3600_7687995792?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,7.0
29500,unknown,no,intel core i5-10400f,0.0,0.0,unknown,16.0,unknown,0.0,kfa2 geforce gtx 1650 super ex 1-click oc 4gb,0.0,0.0,msi h410m pro,0.0,Плохая,https://www.avito.ru/suhoy_log/nastolnye_kompyutery/igrovoy_kubik_2469975516?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,9.25
2500,unknown,no,intel core 2 quad q9550,0.0,0.0,unknown,1.0,unknown,0.0,gigabyte geforce gtx 550 ti 1gb,0.0,0.0,gigabyte ga-ep41-ud3l (rev. 3.3),0.0,Хорошая,https://www.avito.ru/staryy_gorodok/nastolnye_kompyutery/intel_core_2_quad_q9550_4_gb_gtx_550ti_320_gb_7891040573?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,1.5
60000,unknown,no,intel core i7-6700,0.0,0.0,unknown,16.0,unknown,0.0,nvidia geforce gtx 1070 founders edition 8gb,0.0,0.0,aoostar ta95x3d,0.0,Плохая,https://www.avito.ru/krasnodar/nastolnye_kompyutery/igrovoy_pk_obmen_7873960118?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,10.5
80000,unknown,no,amd ryzen 5 5600,0.0,0.0,unknown,32.0,unknown,0.0,gigabyte geforce rtx 3060 ti 8 gb,0.0,0.0,msi a520m-a pro,0.0,Плохая,https://www.avito.ru/abakan/nastolnye_kompyutery/prodam_igrovoe_mesto_bez_ps5_7844165196?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,15.0
70000,unknown,no,intel core i7-11700k,0.0,0.0,unknown,16.0,unknown,0.0,gainward geforce rtx 3070 phoenix,0.0,0.0,gigabyte z590 gaming x,0.0,Плохая,https://www.avito.ru/tihvin/nastolnye_kompyutery/igrovoy_pk_7881597008?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,15.0
12000,unknown,no,intel core i5-11500,0.0,0.0,unknown,8.0,unknown,0.0,3g graphic geforce 2 mx400lp,0.0,0.0,gigabyte b365m h,0.0,Плохая,https://www.avito.ru/astrahan/nastolnye_kompyutery/igrovoy_kompyuter_7606841052?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,4.5
100000,unknown,no,intel core i5-13600k,0.0,0.0,unknown,32.0,unknown,0.0,inno3d geforce rtx 5060 twin x2 white oc 8gb,0.0,0.0,msi pro z790-p,0.0,Плохая,https://www.avito.ru/tolyatti/nastolnye_kompyutery/core_i5-13600k_32_gb_rtx_5060_7716758259?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,17.5
50000,unknown,no,amd ryzen 5 5600x,0.0,0.0,unknown,16.0,unknown,0.0,asus geforce gtx 1070 8gb,0.0,0.0,gigabyte b450m ds3h,0.0,Плохая,https://www.avito.ru/kondopoga/nastolnye_kompyutery/igrovoy_kompyuter_7903301182?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,9.5
170000,unknown,no,unknown,0.0,0.0,unknown,0.0,unknown,0.0,unknown,0.0,0.0,unknown,0.0,Плохая,https://www.avito.ru/moskva/nastolnye_kompyutery/apple_mac_pro_71_2019_12-core_xeon_w_48_gb_7355327033?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijsvnhjewlybllisuv3mglzijt9fbsdut8aaaa,0.0
145000,unknown,no,amd ryzen 5 7600,0.0,0.0,unknown,32.0,unknown,0.0,asus geforce rtx 5060 ti oc 16gb,0.0,0.0,gigabyte b840m ds3h,0.0,Плохая,https://www.avito.ru/groznyy/nastolnye_kompyutery/igrovoy_kompyuter_7837058982?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijswvv3mexindbrww5zaedsijt9lpyvxd8aaaa,15.5
1500,unknown,no,intel celeron g460,0.0,0.0,unknown,4.0,unknown,0.0,asus geforce gtx 550 ti 1gb,0.0,0.0,asrock 760gm-gs3,0.0,Хорошая,https://www.avito.ru/bryansk/nastolnye_kompyutery/kompyuter_sistemnyy_blok_4669516467?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijswvv3mexindbrww5zaedsijt9lpyvxd8aaaa,3.0
2500,unknown,no,amd athlon ii x4 645,0.0,0.0,unknown,3.0,unknown,0.0,unknown,0.0,0.0,unknown,0.0,Хорошая,https://www.avito.ru/chelyabinsk/nastolnye_kompyutery/kompyuter_sistemnyy_blok_bu_7509576623?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijswvv3mexindbrww5zaedsijt9lpyvxd8aaaa,1.5
28000,unknown,no,intel core i5-8400,0.0,0.0,unknown,16.0,unknown,0.0,asus geforce gtx 1060 3gb,0.0,0.0,a-trend atc-1000,0.0,Плохая,https://www.avito.ru/novokuznetsk/nastolnye_kompyutery/igrovoy_pk_v_sbore_s_monitorom_7913541560?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijlaghkt3phoerenmdusddpijt9k1z19d8aaaa,8.0
25990,unknown,no,intel core i7-4770,0.0,0.0,unknown,16.0,unknown,0.0,sapphire nitro+ radeon rx 580 4gb,0.0,0.0,asus z97-p,0.0,Плохая,https://www.avito.ru/anapa/nastolnye_kompyutery/igrovoy_pk_core_i7-4770_sapphire_radeon_rx_580_7829669604?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbajlpnepus0d3bmxiuuvvijt9tg1vjd8aaaa,9.7
18000,unknown,no,intel core i5-3570,0.0,0.0,unknown,10.0,unknown,0.0,powercolor radeon rx 580 4gb,0.0,0.0,gigabyte ga-h81m-s1 (rev. 1.0),0.0,Плохая,https://www.avito.ru/samara/nastolnye_kompyutery/igrovoy_pk_i5_3570_rx_580_4g_7891527089?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbajlpnepus0d3bmxiuuvvijt9tg1vjd8aaaa,6.2
22000,unknown,yes,intel core i5-4570,0.0,0.0,unknown,16.0,unknown,0.0,msi geforce gtx 1060 3gb,0.0,0.0,asus a58m-e,0.0,Плохая,https://www.avito.ru/pskov/nastolnye_kompyutery/moschnyy_igrovoy_pk_gtx_1060_i5-4570_16gb_1000gb_7758795050?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijbajlpnepus0d3bmxiuuvvijt9tg1vjd8aaaa,7.5
29000,unknown,no,intel core i7-3770k,0.0,0.0,unknown,16.0,unknown,0.0,asus radeon rx 470 8gb,0.0,0.0,asus p9x79 pro,0.0,Плохая,https://www.avito.ru/armavir/nastolnye_kompyutery/igrovoy_pk_monitor_27_2419759285?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,7.5
6500,unknown,no,amd a10-5750m,0.0,0.0,unknown,8.0,unknown,0.0,amd amd radeon rx 580 8gb,0.0,0.0,asus a7pro,0.0,Хорошая,https://www.avito.ru/tbilisskaya/nastolnye_kompyutery/pk_a10-5750m_radeon_rx_580_8_gb_ram_8_gb_7863662944?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,6.0
6999,unknown,no,intel core i3-3220,0.0,0.0,unknown,8.0,unknown,0.0,gainward geforce gtx 460 v2 1gb,0.0,0.0,msi b75ma-p45,0.0,Хорошая,https://www.avito.ru/penza/nastolnye_kompyutery/pk_na_i3-3gen8gbhdd500gtx_7866561761?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,5.5
22000,unknown,no,intel core i5-7500,0.0,0.0,unknown,16.0,unknown,0.0,zotac geforce gtx 1050 ti low profile 4gb,0.0,0.0,ardor gaming b550m-hdv/ar,0.0,Плохая,https://www.avito.ru/chapaevsk/nastolnye_kompyutery/igrovoy_kompyuter_s_monitorom_7885741182?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,9.0
15000,unknown,no,intel core i5-4460,0.0,0.0,unknown,16.0,unknown,0.0,sapphire pulse radeon rx 570 8gb,0.0,0.0,asus h81m-p,0.0,Плохая,https://www.avito.ru/habarovsk/nastolnye_kompyutery/pk_i5_4460rx570_8gb16gb_7905806734?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,7.7
1000,unknown,no,amd 5350g,0.0,0.0,unknown,1.0,unknown,0.0,unknown,0.0,0.0,a-trend atc-1000,0.0,Хорошая,https://www.avito.ru/kurgan/nastolnye_kompyutery/kopmlektuyuschie_dlya_pk_7903135045?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,1.5
5990,unknown,no,amd athlon ii x4 630,0.0,0.0,unknown,8.0,unknown,0.0,msi geforce 9600 gt 1gb,0.0,0.0,asrock a780lm-s,0.0,Хорошая,https://www.avito.ru/yoshkar-ola/nastolnye_kompyutery/kompyuter_v_sbore_s_monitorom_7897580768?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,4.0
35000,unknown,no,intel xeon e5 2666 v3,0.0,0.0,unknown,24.0,unknown,0.0,msi geforce gtx 1660 armor 6g,0.0,0.0,asus b150i pro gaming/wifi/aura,0.0,Плохая,https://www.avito.ru/gubaha/nastolnye_kompyutery/moschnyy_pk_dlya_lyubyh_zadach_7867237044?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,8.5
15000,unknown,no,intel core i5-680,0.0,0.0,unknown,8.0,unknown,0.0,nvidia geforce gtx 750 4gb,0.0,0.0,asus a58m-e,0.0,Плохая,https://www.avito.ru/ekaterinburg/nastolnye_kompyutery/igrovoy_sistemnyy_blok_7923036838?slocation=621540&context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,4.0
7000,unknown,no,intel celeron g1820,0.0,0.0,unknown,4.0,unknown,0.0,unknown,0.0,0.0,gigabyte ga-h81m-d2v (rev. 2.0),0.0,Хорошая,https://www.avito.ru/sevastopol/nastolnye_kompyutery/personalnyy_kompyuter_sistemnyy_blok_bu_7838244975?context=h4siaaaaaaaa_we_amd_ytoyontzojezoijsb2nhbfbyaw9yaxr5ijtioja7czoxoij4ijtzoje2oijfmxl4vly5nm1xowrynjdzijt9jnauat8aaaa,2.2
